,respondent_id,h1n1_concern,h1n1_knowledge,behavioral_antiviral_meds,behavioral_avoidance,behavioral_face_mask,behavioral_wash_hands,behavioral_large_gatherings,behavioral_outside_home,behavioral_touch_face,doctor_recc_h1n1,doctor_recc_seasonal,chronic_med_condition,child_under_6_months,health_worker,health_insurance,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,race,sex,income_poverty,marital_status,rent_or_own,employment_status,census_msa,household_adults,household_children,hhs_geo_region,behavioural_score,worry_score
20511,25215.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,5.0,4.0,1.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,fpwskwrf,3.0,13.0
20512,1977.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,lzgpxyit,2.0,10.0
20513,14848.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,oxchjgsf,4.0,3.0
20514,12495.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,fpwskwrf,2.0,5.0
20515,18849.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,lrircsnp,2.0,8.0
20516,1692.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,5.0,4.0,2.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,lzgpxyit,6.0,14.0
20517,18035.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,5.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,lrircsnp,4.0,9.0
20518,25633.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,5.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,lzgpxyit,3.0,12.0
20519,13686.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,bhuqouqj,5.0,15.0
20520,25381.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,kbazzjca,5.0,14.0
20521,20124.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,atmpeygn,2.0,13.0
20522,1301.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,dqpwygqj,0.0,6.0
20523,8247.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,lrircsnp,1.0,5.0
20524,16952.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,5.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,kbazzjca,2.0,5.0
20525,1129.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,oxchjgsf,5.0,12.0
20527,11502.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,5.0,5.0,3.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,oxchjgsf,1.0,14.0
20528,4068.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,fpwskwrf,2.0,7.0
20529,16871.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,atmpeygn,3.0,10.0
20530,2394.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,mlyzmhmf,3.0,13.0
20531,661.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,fpwskwrf,4.0,6.0
20532,26267.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,kbazzjca,2.0,16.0
20533,21482.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,4.0,5.0,2.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,oxchjgsf,4.0,7.0
20534,18665.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,5.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,kbazzjca,0.0,10.0
20535,16581.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,mlyzmhmf,2.0,10.0
20537,24081.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,lzgpxyit,2.0,6.0
20538,12460.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,4.0,5.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,atmpeygn,3.0,14.0
20539,22036.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,fpwskwrf,1.0,5.0
20540,24834.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,kbazzjca,3.0,14.0
20541,15284.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,4.0,5.0,4.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,atmpeygn,5.0,10.0
20542,15679.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,5.0,4.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,kbazzjca,0.0,9.0
20543,14827.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,5.0,5.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,lzgpxyit,4.0,7.0
20544,23760.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,4.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,lrircsnp,5.0,12.0
20545,13223.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,mlyzmhmf,5.0,16.0
20546,17680.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,1.0,4.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,qufhixun,3.0,8.0
20547,9453.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,4.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,bhuqouqj,3.0,8.0
20548,19940.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,atmpeygn,2.0,5.0
20549,1935.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,atmpeygn,3.0,7.0
20550,21264.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,bhuqouqj,3.0,8.0
20551,23095.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,fpwskwrf,5.0,7.0
20552,657.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,2.0,2.0,5.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,oxchjgsf,2.0,16.0
20553,10662.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,atmpeygn,3.0,5.0
20554,17911.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,5.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,kbazzjca,2.0,7.0
20555,5726.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,kbazzjca,2.0,7.0
20556,633.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,4.0,2.0,2.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,lzgpxyit,2.0,11.0
20557,19905.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,atmpeygn,3.0,4.0
20558,15263.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,kbazzjca,5.0,7.0
20559,14003.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,kbazzjca,3.0,7.0
20560,3321.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,bhuqouqj,3.0,6.0
20561,8312.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,5.0,2.0,2.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,qufhixun,4.0,19.0
20562,4902.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,lzgpxyit,1.0,5.0
20563,3322.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,dqpwygqj,3.0,7.0
20564,17867.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,bhuqouqj,0.0,16.0
20565,16860.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,atmpeygn,3.0,14.0
20566,13136.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,qufhixun,5.0,10.0
20567,1994.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,5.0,5.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,lzgpxyit,5.0,10.0
20569,5321.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,1.0,5.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,bhuqouqj,2.0,9.0
20570,11125.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,5.0,4.0,5.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,qufhixun,7.0,13.0
20571,15772.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,4.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,kbazzjca,6.0,8.0
20572,2922.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,qufhixun,2.0,2.0
20573,19266.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,kbazzjca,4.0,5.0
20574,24070.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,bhuqouqj,2.0,2.0
20576,15998.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,4.0,5.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,qufhixun,3.0,11.0
20578,26357.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,lzgpxyit,5.0,13.0
20579,21821.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,dqpwygqj,2.0,8.0
20580,2154.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,4.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,atmpeygn,2.0,9.0
20581,19438.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,oxchjgsf,6.0,16.0
20582,20133.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,4.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,atmpeygn,5.0,13.0
20584,16790.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,qufhixun,2.0,12.0
20585,18147.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,5.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,lrircsnp,3.0,6.0
20586,18934.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,atmpeygn,3.0,14.0
20587,10996.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,lzgpxyit,1.0,5.0
20588,10086.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,atmpeygn,3.0,11.0
20589,309.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,5.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,mlyzmhmf,3.0,5.0
20590,3590.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,4.0,1.0,5.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,lzgpxyit,4.0,9.0
20591,22402.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,kbazzjca,6.0,17.0
20592,12833.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,kbazzjca,1.0,10.0
20594,24577.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,kbazzjca,4.0,9.0
20595,17144.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,atmpeygn,2.0,9.0
20596,25201.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,lzgpxyit,4.0,8.0
20597,19182.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,5.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,qufhixun,4.0,3.0
20598,22964.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,fpwskwrf,2.0,8.0
20599,1062.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,lzgpxyit,4.0,16.0
20600,14779.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,dqpwygqj,3.0,9.0
20601,15982.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,atmpeygn,2.0,11.0
20602,17976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,kbazzjca,0.0,6.0
20603,4070.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,oxchjgsf,4.0,14.0
20604,10463.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,bhuqouqj,5.0,13.0
20605,5203.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,dqpwygqj,6.0,11.0
20606,8935.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,kbazzjca,3.0,2.0
20607,3150.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,atmpeygn,1.0,10.0
